1	20
1	709
1	736
1	755
7	705
7	709
7	795
7	808
7	828
10	202
11	246
11	548
11	709
11	736
11	755
12	69
12	246
12	709
12	736
12	824
12	832
13	545
13	832
15	736
17	683
23	31
31	709
31	736
33	170
33	736
35	700
35	726
35	751
35	798
35	849
36	736
36	827
57	683
61	68
61	170
61	227
61	246
61	328
61	402
61	436
61	580
61	647
61	709
61	736
61	755
61	805
61	824
63	328
63	402
63	664
63	709
63	736
63	824
64	503
64	704
64	752
64	776
68	170
68	246
68	736
69	328
69	538
69	709
69	736
69	755
69	824
74	213
74	736
74	755
74	824
79	709
79	736
79	824
89	709
89	736
90	170
100	731
100	732
110	709
110	736
113	246
113	548
113	736
113	824
116	709
116	736
117	824
128	544
128	849
130	170
130	335
130	709
130	736
130	824
132	709
133	163
133	308
133	729
135	291
135	751
135	849
138	736
138	755
143	662
143	752
149	662
161	567
162	658
163	202
163	308
170	328
170	335
170	580
170	709
170	736
170	755
170	824
177	736
188	431
188	486
188	612
188	662
188	730
188	731
188	732
202	658
202	677
202	730
202	731
202	751
205	731
208	731
212	328
212	335
212	736
213	736
218	709
218	736
219	683
219	751
219	774
219	798
227	736
227	824
231	736
231	755
231	824
231	832
235	738
246	736
246	755
247	400
247	736
254	795
259	731
263	506
263	544
263	545
263	624
263	738
263	751
263	752
263	798
263	829
263	849
277	506
277	544
277	697
277	700
277	738
277	751
277	752
277	798
277	849
277	872
291	738
291	798
291	829
291	849
304	709
304	736
304	755
305	736
305	824
305	880
308	731
315	506
315	700
315	751
315	798
317	544
317	617
317	628
317	726
317	751
317	763
317	776
317	798
317	849
317	872
326	751
328	335
328	736
328	824
329	736
329	824
332	709
332	736
333	736
333	824
335	436
335	709
335	736
335	824
360	545
360	849
361	729
361	731
378	647
378	736
378	755
378	824
380	755
381	755
382	709
382	736
382	824
384	736
384	824
389	545
389	700
389	731
389	832
397	776
397	783
401	736
401	832
431	731
435	618
436	580
436	718
436	736
436	824
442	736
447	566
447	658
447	673
447	709
447	860
447	873
450	709
450	736
458	729
458	730
458	731
458	827
470	534
470	736
470	755
476	673
476	731
486	729
486	731
490	751
496	832
506	544
506	545
506	676
506	751
506	752
506	763
506	798
506	829
517	736
519	901
527	730
527	731
534	736
538	751
538	776
544	683
544	738
544	751
544	763
544	798
544	849
545	700
545	704
545	752
545	774
545	776
545	796
545	849
545	901
546	732
546	776
548	647
548	736
548	755
551	768
553	752
555	624
555	648
555	752
561	647
561	729
567	738
567	798
567	829
567	849
571	738
571	798
571	849
580	709
580	736
580	783
580	824
617	774
617	798
618	709
618	736
618	824
624	648
628	849
628	854
635	776
635	832
644	730
647	736
647	755
648	752
649	829
652	730
653	741
653	849
658	823
666	729
666	730
666	751
666	768
667	729
667	730
669	730
676	849
677	729
677	730
677	731
677	768
683	738
683	798
696	796
696	849
697	798
698	734
700	798
705	832
705	885
709	824
718	736
718	824
726	849
732	768
734	832
736	755
736	824
736	832
738	797
738	798
740	832
741	763
741	797
741	849
751	829
751	849
752	849
755	824
763	829
763	849
763	882
774	798
774	849
776	849
796	849
798	829
798	847
798	849
829	849
852	854
875	880
875	898
